109,2746,0B-07-1101,"Architectural, Ceiling Grid Components and Frames - Wall Angle  - Aluminum, Shadowline 15mm x 8mm x 3m",Length,Ceiling Grid Components and Frames,0-Architectural,1
110,16027,0B-07-1331,"Architectural, Ceiling Grid Components and Frames - Wall Angle  - Aluminum, L Type, 0.4mm, 25mm x 50mm x 2.4m",Unit,Ceiling Grid Components and Frames,0-Architectural,1
111,13596,0B-07-2001,"Architectural, Ceiling Grid Components and Frames - Wall Angle  - GI, 1"" x 1"" x 3m (0.4mm)",Length,Ceiling Grid Components and Frames,0-Architectural,1
112,22472,0B-07-3001,"Architectural, Ceiling Grid Components and Frames - Wall Angle  - Galvanized Steel, 30mm x 30mm x 1mm thk.",Length,Ceiling Grid Components and Frames,0-Architectural,1
113,2747,0B-08-0001,"Architectural, Ceiling Grid Components and Frames - Tee - 1""x1""x4'(25mmx25mmx1220mm)",Length,Ceiling Grid Components and Frames,0-Architectural,1
114,2748,0B-08-0101,"Architectural, Ceiling Grid Components and Frames - Tee - Main1"" x 1"" x 12'",Length,Ceiling Grid Components and Frames,0-Architectural,1
115,2749,0B-08-0102,"Architectural, Ceiling Grid Components and Frames - Tee - Main24mm x 32mm x 0.26mm x 12'",Length,Ceiling Grid Components and Frames,0-Architectural,1
116,2750,0B-08-0103,"Architectural, Ceiling Grid Components and Frames - Tee - Main 1""x1""x1/2""x12'(25mmx25mmx13mmx12')",Length,Ceiling Grid Components and Frames,0-Architectural,1
117,2751,0B-08-0104,"Architectural, Ceiling Grid Components and Frames - Tee - Main1/2"" x 1/2"" x 12'",Length,Ceiling Grid Components and Frames,0-Architectural,1
118,23017,0B-08-0105,"Architectural, Ceiling Grid Components and Frames - Tee - Main 1 1/2"" x 1"" x 12'",Length,Ceiling Grid Components and Frames,0-Architectural,1
119,2752,0B-08-0201,"Architectural, Ceiling Grid Components and Frames - Tee - Cross1"" x 1"" x 4' (25mm x 25mm x 1220mm)",Length,Ceiling Grid Components and Frames,0-Architectural,1
120,2753,0B-08-0202,"Architectural, Ceiling Grid Components and Frames - Tee - Cross 1"" x 1"" x 2' (25mm x 25mm x 610mm)",Length,Ceiling Grid Components and Frames,0-Architectural,1
121,2754,0B-08-0203,"Architectural, Ceiling Grid Components and Frames - Tee - Cross24mm x 0.26mm x 2'",Length,Ceiling Grid Components and Frames,0-Architectural,1
122,2755,0B-08-0204,"Architectural, Ceiling Grid Components and Frames - Tee - Cross 1""x1""x2'(25mmx25mmx610mm)",Length,Ceiling Grid Components and Frames,0-Architectural,1
123,2756,0B-09-0011,"Architectural, Ceiling Grid Components and Frames - Dripmould - , White, 1/2"" x 1"" x 8'",Length,Ceiling Grid Components and Frames,0-Architectural,1
124,2757,0B-10-0101,"Architectural, Ceiling Grid Components and Frames - Hanger Braket - J-type0.4mm x 4""",Unit,Ceiling Grid Components and Frames,0-Architectural,1
125,2758,0B-10-0200,"Architectural, Ceiling Grid Components and Frames - Hanger Braket - Aluminum Angle Type",Unit,Ceiling Grid Components and Frames,0-Architectural,1
126,2759,0B-10-0300,"Architectural, Ceiling Grid Components and Frames - Hanger Braket - Carrying channel",Unit,Ceiling Grid Components and Frames,0-Architectural,1
127,2760,0B-10-0400,"Architectural, Ceiling Grid Components and Frames - Hanger Braket - Steel Angle Braket",Unit,Ceiling Grid Components and Frames,0-Architectural,1
128,2761,0B-11-0001,"Architectural, Ceiling Grid Components and Frames - Suspension Clip/Rod - #6",Unit,Ceiling Grid Components and Frames,0-Architectural,1
129,2762,0B-11-0010,"Architectural, Ceiling Grid Components and Frames - Suspension Clip/Rod - , Black",Unit,Ceiling Grid Components and Frames,0-Architectural,1
130,2763,0B-11-0020,"Architectural, Ceiling Grid Components and Frames - Suspension Clip/Rod - , White",Unit,Ceiling Grid Components and Frames,0-Architectural,1
131,2764,0B-11-0100,"Architectural, Ceiling Grid Components and Frames - Suspension Clip/Rod - GI",Unit,Ceiling Grid Components and Frames,0-Architectural,1
132,14944,0B-12-0101,"Architectural, Ceiling Grid Components and Frames - Hanger- V Shape Panel Hanger, 3m",Length,Ceiling Grid Components and Frames,0-Architectural,1
133,14082,0B-13-0101,"Architectural, Ceiling Grid Components and Frames - Panel - V Shape Panel Plain 3m",Length,Ceiling Grid Components and Frames,0-Architectural,1
134,18794,0B-13-0102,"Architectural, Ceiling Grid Components and Frames - Panel - V-shaped Ceiling Carrying Channel",Length,Ceiling Grid Components and Frames,0-Architectural,1
135,19028,0B-13-0103,"Architectural, Ceiling Grid Components and Frames - Hanger - V-shaped Hanger Connector 11cm",Unit,Wall-Floor Finish,0-Architectural,1
136,19029,0B-13-0104,"Architectural, Ceiling Grid Components and Frames - Hanger - V-shaped Hanger Bracket 3 1/2""",Unit,Wall-Floor Finish,0-Architectural,1
137,19347,0B-13-0105,"Architectural, Ceiling Grid Components and Frames - Panel - V Shape Panel Plain 4m",Length,Ceiling and Drywall Partitions,0-Architectural,1
138,17707,0B-13-1000,"Architectural, Ceiling Grid Components and Frames - Spandrel, White, 0.4 x 4"" x 1.1m",Unit,Ceiling Grid Components and Frames,0-Architectural,1
139,17708,0B-13-1001,"Architectural, Ceiling Grid Components and Frames - Spandrel, White, 0.4 x 4"" x 1.2m",Unit,Ceiling Grid Components and Frames,0-Architectural,1
140,20584,0B-13-2001,"Architectural, Ceiling Grid Components and Frames - Aluminum Ceiling Manhole, 652mm x 652mm",Unit,Ceiling Grid Components and Frames,0-Architectural,1
141,18793,0B-13-2010,"Architectural, Ceiling Grid Components and Frames - Acrylic Glass 5mm",Unit,Ceiling Grid Components and Frames,0-Architectural,1
142,22610,0B-13-2011,"Architectural, Ceiling Grid Components and Frames - Aluminum Ceiling Manhole, Shell Tint, 1200mm x 1000mm",Unit,Ceiling Grid Components and Frames,0-Architectural,1
143,24086,0B-13-2012,"Architectural, Ceiling Grid Components and Frames - Aluminum Ceiling Manhole, Shell Tint, 600mm x 600mm",Unit,Ceiling Grid Components and Frames,0-Architectural,1
144,22469,0B-13-2021,"Architectural, Ceiling Grid Components and Frames - Aluminum Sheet, 3"" x 6""",Unit,Ceiling Grid Components and Frames,0-Architectural,1
145,19377,0B-13-2030,"Architectural, Ceiling Grid Components and Frames - Aluminum Ceiling Manhole, White, 600mm x 600mm",Unit,Ceiling Grid Components and Frames,0-Architectural,1
146,19378,0B-13-2040,"Architectural, Ceiling Grid Components and Frames - Aluminum Ceiling Manhole, White, 900mm x 900mm",Unit,Ceiling Grid Components and Frames,0-Architectural,1
147,22473,0B-14-1011,"Architectural, Ceiling Grid Components and Frames - Hanger - Steel Rod, Gr. 43, 3/8"" dia",Length,Ceiling Grid Components and Frames,0-Architectural,1
148,23012,0B-15-1000,"Architectural, Ceiling Grid Components and Frames - Louver - Louver Holder",Unit,Ceiling Grid Components and Frames,0-Architectural,1
149,23013,0B-15-2000,"Architectural, Ceiling Grid Components and Frames - Louver - Trimming Die",Unit,Ceiling Grid Components and Frames,0-Architectural,1
150,2769,0C-01 -0201,"Architectural, Doors - Metal  - Double PanelSize: 0.70x2.10mts",Unit,Doors,0-Architectural,1
151,2770,0C-01 -0202,"Architectural, Doors - Metal  - Doubel PanelSize: 0.80x2.10mts",Unit,Doors,0-Architectural,1
152,2771,0C-01 -0203,"Architectural, Doors - Metal  - Doubel PanelSize: 0.90x2.10mts",Unit,Doors,0-Architectural,1
153,2772,0C-01 -0204,"Architectural, Doors - Metal  - Doubel PanelSize: 2.0x2.10mts",Unit,Doors,0-Architectural,1
154,16839,0C-01-0100,"Architectural, Doors - Metal  - Double sides steel 1.2mm + 90 mins fire proof infilling + powder coating surface finish + 100*600mm fireproof glass vision panel; Door Opening:  Right Hand Inside  - Outside Casing with Metal Frame 1.5mm and hardware (",Unit,Doors,0-Architectural,1
